"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
576,"NCT02866253","Dehydroepiandrosterone (DHEA)Supplementation Pre-IVF(In Vitro Fertilization) Cycles","IVF","Completed","No Results Available","Infertility","Drug: DHEA","Implantation rate","ShangHai Ji Ai Genetics & IVF Institute","Female","25 Years to 42 Years   (Adult)","Phase 4","78","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","ShangHaiJiAi-05","December 2014","December 2015","February 2016","August 15, 2016",,"September 19, 2019",,,"https://ClinicalTrials.gov/show/NCT02866253"
577,"NCT03753919","Durvalumab Plus Tremelimumab for the Treatment of Patients With Progressive, Refractory Advanced Thyroid Carcinoma -The DUTHY Trial","DUTHY","Recruiting","No Results Available","Metastatic Thyroid Papillary Carcinoma|Metastatic Thyroid Follicular Carcinoma|Metastatic Thyroid Cancer","Drug: Durvalumab|Drug: Tremelimumab","Progression-free survival rate at 6 months|Overall survival rate at 6 months|Overall response rate (ORR)|Duration of response (DoR)|Median progression-free survival|Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Median Overall Survival|Response status after start of study treatment","Grupo Espanol de Tumores Neuroendocrinos|MFAR","All","18 Years and older   (Adult, Older Adult)","Phase 2","46","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GETNE-T1812|2018-001066-42","April 2, 2019","December 2021","December 2021","November 27, 2018",,"March 17, 2021","Instituto Catalán de Oncología de Hospitalet, L'Hospitalet de Llobregat, Barcelona, Spain|Hospital Provincial de Castellón, Castelló, Valencia, Spain|Hospital Clínic Barcelona, Barcelona, Spain|Hospital Universitari Vall d'Hebron, Barcelona, Spain|MD Anderson Cancer Center, Madrid, Spain|Hospital Clínico San Carlos, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario HM Sanchinarro, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital General Universitario Morales Meseguer, Murcia, Spain|Hospital Universitario Virgen de la Victoria, Málaga, Spain|Clínica Universidad de Navarra, Pamplona, Spain|Instituto Valenciano de Oncología, Valencia, Spain|Complejo Hospitalario Universitario de Vigo (CHUVI), Vigo, Spain",,"https://ClinicalTrials.gov/show/NCT03753919"
578,"NCT03159663","Assessment of Quality of Life in Hemophiliac Patients",,"Unknown status","No Results Available","Improvement of Quality of Life of Hemophiliac Patients",,"evaluation and improvement of quality of life of hemophiliac patients","Assiut University","Male","10 Years to 70 Years   (Child, Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Assiut1987","June 1, 2017","June 1, 2017","July 1, 2018","May 19, 2017",,"May 23, 2017","Assuit University, Assiut, Egypt",,"https://ClinicalTrials.gov/show/NCT03159663"
579,"NCT01555749","Investigation of the Pharmacokinetics of NNC172-2021, at Two Different Dose Levels, in Healthy Japanese Subjects",,"Completed","No Results Available","Congenital Bleeding Disorder|Haemophilia A|Haemophilia B|Healthy","Drug: NNC172-2021|Drug: placebo","Area under the curve from time point 0 to infinity (AUC0-∞) of NNC172-2021|Maximal concentration of NNC172-2021 (Cmax)|Time point for maximal concentration (tmax)|Terminal half-life (t1/2)|Number of adverse events (AEs)|Presence of antibodies against NNC172-2021|Residual tissue factor pathway inhibitor (TFPI) functionality measured by coagulation factor Xa (FXa) generation|TFPI concentration measured by tissue factor pathway inhibitor (TFPI) enzyme-linked immunosorbent assay (ELISA)","Novo Nordisk A/S","Male","20 Years to 64 Years   (Adult)","Phase 1","8","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","NN7415-3981|2011-004575-36|U1111-1124-5137","March 12, 2012","May 8, 2012","May 8, 2012","March 15, 2012",,"February 27, 2017","Novo Nordisk Investigational Site, Harrow, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01555749"
580,"NCT01228669","Safety of NNC 0172-0000-2021 in Healthy Male Subjects and Subjects With Haemophilia A or B","Explorer 1","Completed","No Results Available","Congenital Bleeding Disorder|Haemophilia A|Haemophilia B|Healthy","Drug: NNC 0172-0000-2021|Drug: placebo","Number of adverse Events (AEs), including Serious Adverse Events (SAEs)|Area under the concentration-time curve|Adverse Events (AEs), including Serious Adverse Events (SAEs)","Novo Nordisk A/S","Male","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","52","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","NN7415-3813|2010-020465-24|U1111-1116-2356","October 25, 2010","September 10, 2012","September 10, 2012","October 26, 2010",,"May 15, 2019","Novo Nordisk Investigational Site, Wien, Austria|Novo Nordisk Investigational Site, København, Denmark|Novo Nordisk Investigational Site, Berlin, Germany|Novo Nordisk Investigational Site, Frankfurt/M., Germany|Novo Nordisk Investigational Site, Milano, Italy|Novo Nordisk Investigational Site, Kuala Lumpur, Malaysia|Novo Nordisk Investigational Site, Polokwane, Limpopo, South Africa|Novo Nordisk Investigational Site, Madrid, Spain|Novo Nordisk Investigational Site, Malmö, Sweden|Novo Nordisk Investigational Site, Zürich, Switzerland|Novo Nordisk Investigational Site, Bangkok, Thailand|Novo Nordisk Investigational Site, Harrow, United Kingdom|Novo Nordisk Investigational Site, London, United Kingdom|Novo Nordisk Investigational Site, London, United Kingdom|Novo Nordisk Investigational Site, London, United Kingdom|Novo Nordisk Investigational Site, Manchester, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01228669"
581,"NCT00923481","A Broad Multi-histology Phase II Study of the Multi-Kinase Inhibitor R935788 (Fostamatinib Disodium) in Advanced Colorectal, Non-small Cell Lung, Head and Neck Hepatocellular and Renal Cell Carcinomas, and Pheochromocytoma and Thyroid Tumors (Multi-H...",,"Completed","Has Results","Head and Neck Neoplasms|Pheochromocytoma|Colorectal Neoplasms|Carcinoma, Non-Small-Cell Lung|Carcinoma, Renal Cell","Drug: Fostamatinib disodium","Response Rate|Number of Participants With Adverse Events","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 2","37","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","090138|09-C-0138","April 2009","April 2009","January 2012","June 18, 2009","August 29, 2012","September 30, 2015","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00923481"
582,"NCT00951873","A Single Dose Trial Investigating Safety and Local Tolerability of Ascending Doses of Long Acting Activated Recombinant Human Factor VII in Healthy Male Volunteers",,"Completed","No Results Available","Congenital Bleeding Disorder|Haemophilia A|Haemophilia B|Healthy","Drug: activated recombinant human factor VII, long acting|Drug: placebo","Number of adverse events|Area under activity concentration-time curve from time zero to infinity","Novo Nordisk A/S","Male","18 Years to 45 Years   (Adult)","Phase 1","38","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","NN7129-3754|2009-011267-37","July 2009","April 2010","April 2010","August 4, 2009",,"May 13, 2016","Harrow, United Kingdom",,"https://ClinicalTrials.gov/show/NCT00951873"
583,"NCT03372993","Prospective, Non-interventional Study to Evaluate Immunogenicity of AryoSeven",,"Enrolling by invitation","No Results Available","Hemophilia A With Inhibitor|Hemophilia B With Inhibitor|Factor VII Deficiency|Glanzmann's Thrombasthenia",,"Immunogenicity (neutralising antibodies toward FVII)|Adverse Drug Reactions","AryoGen Pharmed Co.","All","Child, Adult, Older Adult",,"200","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","ARY2016-01","June 13, 2016","March 2021","April 2021","December 14, 2017",,"January 8, 2021","Iranian Blood Transfusion Organization (IBTO), Tehran, Iran, Islamic Republic of|MAHTA (Iranian Hemophilia and Thrombophilia Association), Tehran, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT03372993"
584,"NCT01630538","Cyclophosphamide Therapy for Refractory Antibody-Mediated Rejection (AMR) in Kidney Transplants",,"Terminated","No Results Available","Antibody Mediated Rejection","Drug: Cyclophosphamide","Microvascular inflammation|titre of donor specific antibody (DSA)|antibody-mediated tissue injury|Urine Albumin/Creatinine ratios|Creatinine Clearance and estimated GFR|Graft Survival|Patient Survival","University of Manitoba","All","18 Years and older   (Adult, Older Adult)","Phase 2","4","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","TMCT-01","June 2013","January 18, 2018","January 18, 2018","June 28, 2012",,"April 19, 2018","Transplant Manitoba Adult Kidney Transplant Program, Health Sciences Centre, Winnipeg, Manitoba, Canada",,"https://ClinicalTrials.gov/show/NCT01630538"
585,"NCT04194944","A Study of Selpercatinib (LY3527723) in Participants With Advanced or Metastatic RET Fusion-Positive Non-Small Cell Lung Cancer","LIBRETTO-431","Recruiting","No Results Available","Non-Small Cell Lung Cancer","Drug: Selpercatinib|Drug: Carboplatin|Drug: Cisplatin|Drug: Pemetrexed|Drug: Pembrolizumab","Progression Free Survival (PFS) by Blinded Independent Central Review (BICR) (with Pembrolizumab)|PFS by BICR (with or without Pembrolizumab)|Disease Control Rate (DCR) by BICR (with Pembrolizumab)|DCR by BICR (with or without Pembrolizumab)|PFS2 (with Pembrolizumab)|PFS2 (with or without Pembrolizumab)|Overall Response Rate (ORR): Percentage of Participants with Complete Response (CR) or Partial Response (PR) by BICR (with Pembrolizumab)|ORR: Percentage of Participants with CR or PR by BICR (with or without Pembrolizumab)|Duration of Response (DoR) by BICR (with Pembrolizumab)|DOR by BICR (with or without Pembrolizumab)|Overall Survival (OS) (with Pembrolizumab)|OS (with or without Pembrolizumab)|Intracranial ORR: Percentage of Participants with Intracranial CR or PR per RECIST (Response Evaluation Criteria in Solid Tumors) 1.1 by BICR (with Pembrolizumab)|Intracranial ORR: Percentage of Participants with Intracranial CR or PR per RECIST 1.1 by BICR (with or without Pembrolizumab)|Intracranial DOR per RECIST 1.1 by BICR (with Pembrolizumab)|Intracranial DOR per RECIST 1.1 by BICR (with or without Pembrolizumab)|Time to Deterioration of Pulmonary Symptoms (with Pembrolizumab)|Time to Deterioration of Pulmonary Symptoms (with or without Pembrolizumab)|The Concordance of the Local Lab and the Central Lab RET Results: Percentage of Participants with RET-Positive Specimens as Called by the Central Lab, which is also RET-Positive as Called by a Local Lab (Positive Percent Agreement)|Time to CNS Progression per RECIST 1.1 by BICR (with Pembrolizumab)|Time to CNS Progression per RECIST 1.1 by BICR (with or without Pembrolizumab)|Intracranial ORR: Percentage of Participants with Intracranial CR or PR per Response Assessment in Neuro-Oncology Brain Metastases (RANO-BM) by BICR (with Pembrolizumab)|Intracranial ORR: Percentage of Participants with Intracranial CR or PR per RANO-BM by BICR (with or without Pembrolizumab)|Intracranial DOR per RANO-BM by BICR (with Pembrolizumab)|Intracranial DOR per RANO-BM by BICR (with or without Pembrolizumab)","Loxo Oncology, Inc.|Eli Lilly and Company","All","18 Years and older   (Adult, Older Adult)","Phase 3","250","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17479|J2G-MC-JZJC|2019-001979-36","February 17, 2020","January 15, 2023","August 18, 2025","December 11, 2019",,"January 19, 2022","Centro de Oncología e Investigación de Buenos Aires, Berazategui, Buenos Aires, Argentina|Fundacion CENIT para la Investigacion en Neurociencias, Caba, Buenos Aires, Argentina|Clinica Viedma, Viedma, Río Negro, Argentina|Instituto Alexander Fleming, Ciudad de Buenos Aires, Argentina|Clínica El Castaño, San Juan, Argentina|Chris O'Brien Lifehouse, Camperdown, New South Wales, Australia|Calvary Mater Newcastle, Waratah, New South Wales, Australia|Westmead Hospital, Westmead, New South Wales, Australia|Princess Alexandra Hospital, Woolloongabba, Queensland, Australia|Monash Medical Centre, Clayton, Victoria, Australia|Slade Pharmacy, Frankston, Victoria, Australia|Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia|St. Vincent's Hospital, Melbourne, Victoria, Australia|Peninsula & South Eastern Haematology and Oncology Group, Frankston, Australia|ZNA Middelheim, Antwerp, Antwerpen, Belgium|Universitair Ziekenhuis Brussel, Jette, Brussel, Belgium|UZ Gent Hospital, Gent, Belgium|Universitaire Ziekenhuizen Leuven - Campus Gasthuisberg, Leuven, Belgium|AZ Sint-Maarten, Campus Leopoldstraat 2, Mechelen, Belgium|CHU UCL Namur/Site Sainte Elisabeth, Namur, Belgium|AZ Delta, Roeselare, Belgium|AZ Nikolaas, Campus Moerland, Sint Niklaas, Belgium|Núcleo de Oncologia da Bahia, Salvador, Bahia, Brazil|Oncocentro BH, Belo Horizonte, Minas Gerais, Brazil|Hospital de Cancer de Londrina, Londrina, Paraná, Brazil|Hospital São Lucas da PUCRS, Porto Alegre, Rio Grande Do Sul, Brazil|Grupo COI - Clínicas Oncológicas Integradas, Rio de Janeiro, RJ, Brazil|Fundação Pio XII - Hospital de Câncer de Barretos, Barretos, Sao Paulo, Brazil|Clinica Onco Star, Sao Paulo, SP, Brazil|Hospital PUC-CAMPINAS, Campinas, São Paulo, Brazil|Hospital das Clinicas da FMRP, Ribeirao Preto, São Paulo, Brazil|INCA Hospital do Câncer III, Rio de Janeiro, Brazil|Oncoclinicas Rio de Janeiro S.A., Rio de Janeiro, Brazil|Soc. Beneficente de Senhoras Hospital Sirio Libanes-Oncology, Sao Paolo, Brazil|Icesp - Instituto Do Câncer Do Estado de São Paulo, Sao Paulo, Brazil|Centro Paulista de Oncologia, São Paulo, Brazil|Cross Cancer Institute, Edmonton, Alberta, Canada|Princess Margaret Hospital, Toronto, Ontario, Canada|Beijing Cancer hospital, Beijing, Beijing, China|First affiliated Hospital of Sun Yat-Sen University, Guangzhou, Guangdong, China|The First Affiated Hospital Of Guangzhou Medical Collage, Guangzhou, Guangzhou, China|Harbin Medical University Cancer Hospital, Harbin, Heilongjiang, China|Union Hospital Tongji Medical College Huazhong University of Science and Technology, Wuhan, Hubei, China|Hunan Cancer Hospital, Changsha, Hunan, China|Changzhou No.2 People's Hospital, Changzhou, Jiangsu, China|Xuzhou central Hospital, Xuzhou, Jiangsu, China|Jilin Cancer Hospital, Changchun, Jilin, China|Fudan University Shanghai Cancer Center, Shanghai, Shanghai, China|Shanghai Pulmonary Hospital, Shanghai, Shanghai, China|West China Hospital of Sichuan University, Cheng Du, Sichuan, China|Xinjiang Medical University Cancer Hospital, Urumqi, Xinjiang, China|Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China|Zhejiang Cancer Hospital, Hangzhou, Zhejiang, China|People's Hospital of Hunan Province, Changsha, China|First Affiliated Hosp of College of Med, Zhejiang University, Hangzhou, China|Shanghai Chest Hospital, Shanghai, China|Fakultni nemocnice Olomouc, Olomouc, Czechia|Nemocnice AGEL Ostrava-Vitkovice a.s.-Plicni oddeleni, Ostrava - Vitkovice, Czechia|Fakultni nemocnice Bulovka, Praha 8, Czechia|Centre Jean Perrin - Centre Régional de Lutte contre le Cancer d'Auvergne, Clermont-Ferrand, Puy-de-Dôme, France|Centre Leon Berard, Lyon, Rhône-Alpes, France|CHU Grenoble Alpes- Hopital Albert Michallon, Cs10217 Grenoble Cedex 9, France|Assistance Publique Hôpitaux de Marseille - Hôpital Nord, Marseille Cedex 20, France|Institut du Cancer de Montpellier - Val d'aurelle, Montpellier Cedex 5, France|Hopital Cochin, Paris, France|Thoraxklinik-Heidelberg gGmbH, Heidelberg, Baden-Württemberg, Germany|Asklepios Fachkliniken München-Gauting, Gauting, Bayern, Germany|Klinikverbund Kempten-Oberallgäu, Immenstadt, Bayern, Germany|Franziskus-Hospital Harderberg, Georgsmarienhütte, Niedersachsen, Germany|Universitätsmedizin Göttingen, Göttingen, Niedersachsen, Germany|Universitätsklinikum Köln, Köln, Nordrhein-Westfalen, Germany|LungenClinic Grosshansdorf, Grosshansdorf, Schleswig-Holstein, Germany|Charité Campus Virchow-Klinikum, Berlin, Germany|Sotiria Thoracic Diseases Hospital of Athens, Athens, Attikí, Greece|University General Hospital of Heraklion, Heraklion, Irakleío, Greece|European Interbalkan Medical Center, Thessaloniki, Thessaloníki, Greece|G. Papanikolaou General Hospital, Thessaloniki, Thessaloníki, Greece|Hong Kong United Oncology Centre, Jordan, Kowloon, Hong Kong|Prince of Wales Hospital, Shatin, Hong Kong|Soroka Medical Center - Pediatric Outpatient Clinic, Beer-Sheva, Israel|Rambam Medical Center, Haifa, Israel|Shaare Zedek Medical Center, Jerusalem, Israel|Hadassah Medical Center, Jerusalem, Israel|Sheba Medical Center, Ramat Gan, Israel|Istituto Nazionale Tumori IRCCS Fondazione Pascale, Napoli, Campania, Italy|Azienda Ospedaliera San Camillo Forlanini, Roma, Lazio, Italy|Policlinico Gemelli - Università Cattolica del Sacro Cuore, Roma, Lazio, Italy|ASST Grande Ospedale Metropolitano Niguarda, Milan, Milano, Italy|Azienda Ospedaliera San Gerardo, Monza, Milano, Italy|Istituto Clinico Humanitas, Rozzano, Milano, Italy|Centro di Riferimento Oncologico, Aviano, Pordenone, Italy|Azienda Sanitaria Ospedaliera S Luigi Gonzaga, Orbassano, Torino, Italy|Ospedale G. Moscati, Avellino, Italy|IRCCS - AOU di Bologna, Bologna, Italy|Azienda Ospedlaliero-Univeristaria Pisana, Stabilimento Ospedaliero di Cisanello, Pisa, Italy|Ospedale Santa Maria delle Croci, Ravenna, Italy|I.F.O. Istituto Nazionale Tumori Regina Elena, Roma, Italy|National Cancer Center Hospital East, Kashiwa, Chiba, Japan|Hokkaido University Hospital, Sapporo, Hokkaido, Japan|Kanazawa University Hospital, Kanazawa, Ishikawa, Japan|Kanagawa cancer center, Yokohama, Kanagawa, Japan|Kindai University Hospital, Osaka Sayama-shi, Osaka, Japan|Shizuoka Cancer Center, Nagaizumi-cho,Sunto-gun, Shizuoka, Japan|National Cancer Center Hospital, Chuo-ku, Tokyo, Japan|Japanese Foundation for Cancer Research, Koto, Tokyo, Japan|Tottori University Hospital, Yonago, Tottori, Japan|Okayama University Hospital, Okayama, Japan|Osaka International Cancer Institute, Osaka, Japan|National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, Korea, Republic of|Gyeongsang National University Hospital, Jin-ju-si, Gyeongsangnam-do, Korea, Republic of|Gachon University Gil Hospital, Incheon, Korea, Korea, Republic of|Asan Medical Center, Seoul, Korea, Korea, Republic of|Seoul St. Mary's Hospital, Seoul, Korea, Korea, Republic of|Seoul National University Hospital, Seoul, Seoul, Korea, Korea, Republic of|Konyang University Hospital, Daejon, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul Municipal Boramae Hospital, Seoul, Korea, Republic of|Health Pharma Professional Research S.A. de C.V:, Mexico City, Federal District, Mexico|Actualidad Basada en la Investigación del Cáncer, Guadalajara, Jalisco, Mexico|Oncologico Potosino, S.C., San Luis Potosí, Mexico|Ziekenhuis St. Jansdal, Harderwijk, Gelderland, Netherlands|Jeroen Bosch Hospital, Den Bosch, Noord-Brabant, Netherlands|Vrije Universiteit Medisch Centrum Amsterdam, Amsterdam, Netherlands|Erasmus Medisch Centrum, Rotterdam, Netherlands|Uniwersyteckie Centrum Kliniczne, Gdansk, Poland|Narodowy Instytut Onkologii im. Marii Sklodowskiej-Curie Panstwowy Instytut Badawczy, Warszawa, Poland|Institutul Oncologic, Bucharest, București, Romania|Centrul de Oncologie ""Sfântul Nectarie"", Craiova, Dolj, Romania|Cabinet Medical Oncomed, Timișoara, Timiș, Romania|Spitalul Universitar de Urgență București, Bucuresti, Romania|Gral Medical SRL, București, Romania|Institutul Oncologic ""Prof. Dr. Ion Chiricuta"" Cluj-Napoca, Cluj-Napoca, Romania|Spitalul Clinic Judetean de Urgenta Sf.Apostol Andrei Constanta, Constanta, Romania|Spitalul Judetean de Urgenta ""Sf. Ioan cel Nou"", Suceava, Romania|GBUZ Republican Clinical Oncological Dispensary, Ufa, Baškortostan, Respublika, Russian Federation|Samara Regional Clinical Oncology Center, Samara, Samarskaya Oblast', Russian Federation|N.N.Petrov Research Institute of Oncology, Saint Petersburg, Sankt-Peterburg, Russian Federation|Arkhangelsk Clinical Oncological Dispensary, Arkhangelsk, Russian Federation|SHI Kaluga Regional Hospital, Kaluga, Russian Federation|Republic Oncology Dispensary of MoH of Republic Tatarstan, Kazan, Russian Federation|First Moscow State Medical University n.a. Sechenov, Moscow, Russian Federation|Hadassah Medical LTD, Moscow, Russian Federation|Murmansk Regional Clinical Hospital, Murmansk, Russian Federation|St-Petersburg scientifical practical cente spec medical care, St. Petersburg, Russian Federation|National Cancer Centre Singapore, Singapore, Central Singapore, Singapore|Tan Tock Seng Hospital, Singapore, Singapore|CHUS - Hospital Clinico Universitario, Santiago de Compostela, A Coruña [La Coruña], Spain|Hospital Fundacion Son Llatzer, Palma de Mallorca, Baleares, Spain|Complejo Hospitalario de Jaén, Jaen, Jaén, Spain|Hospital Insular de Gran Canaria, Las palmas de gran canaria, Las Palmas, Spain|Hospital Puerta De Hierro, Majadahonda, Madrid, Spain|Clinica Universitaria De Navarra, Pamplona, Navarra, Spain|Hospital General Universitario de Alicante, Alicante, Spain|Hospital Germans Trias i Pujol, Badalona, Spain|Hospital del Mar, Barcelona, Spain|Hospital de la Santa Creu i Sant Pau, Barcelona, Spain|Hospital Universitari Dexeusa, Barcelona, Spain|Institut Catala d'Oncologia, Barcelona, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital Clinico San Carlos, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Regional Universitario, Malaga, Spain|Hospital De Navarra, Pamplona, Spain|Hospital Universitario de Salamanca - Complejo Asistencial Universitario de Salamanca, Salamanca, Spain|Hospital Universitario Virgen Macarena, Sevilla, Spain|Hospital Universitario Virgen Del Rocio, Sevilla, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain|Hospital Universitario La Fe de Valencia, Valencia, Spain|Changhua Christian Hospital, Changhua County, Changhua, Taiwan|Buddhist Dalin Tzu Chi General Hospital, Dalin Town, Chiayi, Taiwan|Chang Gung Memorial Hospital - Linkou, Guei Shan Township, Taoyuan County, Taiwan|E-Da hospital, Kaohsiung, Taiwan|Chang Gung Memorial Hospital - Kaohsiung Branch, Kaohsiung, Taiwan|Tri-Service General Hospital, Neihu Taipei, Taiwan|Taipei Medical University Shuang Ho Hospital, New Taipei, Taiwan|Chung Shan Medical University Hospital, Taichung, Taiwan|China Medical University Hospital, Taichung, Taiwan|Taichung Veterans General Hospital, Taichung, Taiwan|Chi Mei Hospital - Liouying Branch, Tainan City, Taiwan|National Cheng-Kung Uni. Hosp., Tainan, Taiwan|National Taiwan University Hospital, Taipei City, Taiwan|Taipei Veterans General Hospital, Taipei, Taiwan|Dicle Üniversitesi, SUR, Diyarbakır, Turkey|Ege University Medicine of Faculty, Bornova, İzmir, Turkey|Baskent University Dr. Turgut Noyan Research and Training Center, Adana, Turkey|Abdurrahman Yurtaslan Ankara Oncology, education and Research Hospital, Ankara, Turkey|Hacettepe University Faculty of Medicine, Ankara, Turkey|Trakya University, Edirne, Turkey|Istanbul Medeniyet University, Istanbul, Turkey|Izmir Ataturk Training and Research Hospital, Izmir, Turkey|Izmir Medical Park Hospital, Izmir, Turkey|Memorial Antalya Hastanesi, Kepez, Turkey|Inonu Universitesi, Malatya, Turkey|Maslak Acıbadem Hstanesi, Sarıyer, Turkey|Municipal Non-profit Enterprise ""City Clinical Hospital #4"" of Dnipro City Council, Dnipro, Dnipropetrovska Oblast, Ukraine|CNPE ""Regional Center of Oncology"", Kharkiv, Kharkivska Oblast, Ukraine|Sumy regional clinical oncological dispensary, Sumy, Sumska Oblast, Ukraine|Communal Noncommercial Enterprise ""Podillia Regional Oncology Center Of Vinnytsia Regional Council"", Vinnytsia, Vinnytska Oblast, Ukraine|Municipal Enterprise ""Volyn Regional Medical Oncology Centre"" of the Volyn Regional Council, Lutsk, Volynska Oblast, Ukraine|Chernivtsi Regional Oncological Dispensary, Chernivtsi, Ukraine|ACINUS Medical and Diagnostic Center, Kropyvnytskyi, Ukraine|Medical Center ""Mriya Med-Service"", LLC, Kryvyi Rig, Ukraine|Kyiv City Clinical Oncological Center, Kyiv, Ukraine|Odessa Regional Oncology Dispensary, Odesa, Ukraine|CI Odesa Regional Clinical Hospital, Odesa, Ukraine|Medical center ""Oncolife"", Zaporizhya, Ukraine|City Hospital, Nottingham University Hospitals, Nottingham, Nottinghamshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04194944"
